OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,WoodDeckSF,YrSold,SaleCondition,SalePrice
5,5,1953,1953,1165,0,0,1336,1,0,1,0,2,1,5,0,2006,Normal,157000
8,5,1998,1999,1028,1242,0,2452,0,0,2,1,4,1,9,208,2007,Normal,267000
7,5,2001,2002,1541,0,0,1541,0,0,2,0,3,1,6,468,2006,Normal,205000
5,7,1972,1972,894,0,0,894,1,0,1,0,3,1,5,256,2006,Abnorml,149900
7,9,1880,2002,1470,1818,0,3493,0,0,3,0,3,1,10,302,2008,Normal,295000
8,5,2004,2005,2000,0,0,2000,1,0,2,0,3,1,8,168,2007,Normal,305900
7,5,1990,1991,700,1121,0,2243,1,0,2,1,4,1,8,127,2007,Normal,225000
6,7,1920,1950,319,371,0,1406,0,0,1,0,3,1,6,0,2008,Normal,89500
4,5,1940,1950,861,0,0,861,0,0,1,0,1,1,4,158,2009,Normal,82500
9,5,2003,2004,1896,0,0,1944,1,0,2,0,3,1,8,208,2006,Normal,360000
6,5,1993,1994,697,804,0,1501,0,0,2,1,3,1,6,190,2006,Normal,165600
6,6,1948,2002,972,0,0,972,1,0,1,0,2,1,5,0,2009,Normal,132000
5,7,1939,1950,793,325,0,1118,1,0,1,0,3,1,5,0,2006,Normal,119900
7,5,1965,1965,2136,0,0,2036,2,0,2,0,3,1,8,0,2009,Normal,375000
7,7,1925,1990,728,809,0,1641,0,1,1,1,3,1,6,0,2006,Normal,178000
7,5,2004,2005,716,716,0,1432,1,0,2,1,3,1,6,100,2009,Normal,188500
7,7,1980,1980,845,1200,0,2353,1,0,2,1,4,1,10,288,2009,Normal,260000
8,5,2006,2006,1088,871,0,1959,0,0,2,1,3,1,8,208,2007,Normal,270000
7,5,1993,1993,1347,1274,0,2646,1,0,2,1,4,1,9,340,2009,Normal,260000
7,5,1980,1980,1372,0,0,1472,1,0,2,0,3,1,6,233,2009,Normal,187500
9,5,2006,2006,1249,1347,0,2596,0,0,3,1,4,1,9,240,2006,Partial,342643
8,5,2004,2004,1136,1332,0,2468,1,0,2,1,4,1,10,184,2007,Normal,354000
7,5,1986,1987,1502,1177,0,2730,1,0,2,1,4,1,8,201,2007,Normal,301000
3,8,1955,2005,1162,0,0,1163,1,0,1,0,3,1,6,142,2006,Normal,126175
7,7,1967,2007,710,1080,0,2978,0,0,2,1,5,1,11,240,2010,Normal,242000
5,6,1941,1950,720,0,0,803,0,0,1,0,2,1,5,0,2007,Normal,87000
8,5,1993,1993,1719,0,0,1719,2,0,1,1,1,1,6,122,2008,Normal,324000
6,5,1960,1960,1383,0,0,1383,0,0,1,1,3,1,7,0,2006,Normal,145250
6,6,1916,1994,844,689,0,2134,0,0,2,0,5,1,10,0,2009,Normal,214500
5,5,1920,1950,596,596,0,1192,0,0,1,0,3,1,6,0,2009,Normal,78000
5,4,1964,1964,1728,0,0,1728,0,1,2,0,6,2,10,155,2007,Normal,119000
5,6,1958,1992,1056,0,0,1056,1,0,1,0,3,1,6,0,2007,Normal,139000
8,5,2003,2004,3206,0,0,1629,1,0,2,0,3,1,7,0,2009,Normal,284000
7,5,2004,2004,1358,0,0,1358,1,0,2,0,2,1,6,192,2008,Normal,207000
6,5,1998,1998,943,695,0,1638,1,0,2,1,3,1,7,100,2008,Normal,192000
5,6,1965,1965,1499,167,0,1786,2,0,2,0,3,1,7,670,2008,Normal,228950
9,5,2005,2006,1922,0,0,1922,1,0,2,0,3,1,8,178,2007,Normal,377426
7,5,2002,2003,1536,0,0,1536,1,0,2,0,3,1,7,192,2008,Normal,214000
7,7,1984,1998,1208,0,0,1621,1,0,2,0,3,1,8,108,2006,Normal,202500
6,7,1958,1998,1215,0,0,1215,0,0,1,0,3,1,6,0,2009,Normal,155000
8,5,2002,2002,967,915,0,1908,0,0,2,1,4,1,9,135,2010,Normal,202900
4,4,1950,1950,721,0,0,841,0,0,1,0,2,1,4,250,2009,Normal,82000
3,4,1949,1950,0,0,0,1040,0,0,2,0,2,2,6,0,2006,Normal,87500
9,5,2005,2005,1684,0,0,1684,0,0,2,0,2,1,6,495,2008,Normal,266000
5,3,1976,1976,536,576,0,1112,0,0,1,1,3,1,4,182,2010,Normal,85000
6,5,1939,1950,972,605,0,1577,0,0,1,0,3,1,6,0,2006,Normal,140200
6,8,1960,1998,958,0,0,958,0,0,1,0,2,1,5,0,2007,Normal,151500
6,5,1960,1960,1478,0,0,1478,1,0,2,0,3,1,6,0,2009,Normal,157500
7,5,2003,2004,764,862,0,1626,1,0,2,1,2,1,6,0,2008,Normal,154000
9,5,2005,2006,1848,880,0,2728,1,0,2,1,4,1,10,0,2006,Partial,437154
9,5,2007,2007,1869,0,0,1869,0,0,2,0,2,1,6,210,2007,Partial,318061
7,5,1986,1986,1453,0,0,1453,1,0,1,1,2,1,6,0,2006,Abnorml,190000
5,6,1941,1950,616,495,0,1111,0,1,1,0,3,1,5,48,2008,Normal,95000
6,8,1928,2003,624,0,0,720,0,0,1,0,2,1,5,106,2010,Normal,105900
6,5,1940,2000,940,403,0,1595,0,0,1,0,2,1,6,0,2006,Normal,140000
6,5,1995,1995,1200,0,0,1200,1,0,2,0,3,1,6,0,2007,Normal,177500
6,6,1992,1992,1158,0,0,1167,1,0,2,0,3,1,6,120,2009,Normal,173000
5,5,1976,1976,1142,0,0,1142,1,0,1,1,3,1,6,536,2007,Normal,134000
5,4,1958,1958,1062,0,0,1352,0,1,1,0,3,1,6,168,2006,Abnorml,130000
8,5,1998,1998,1086,838,0,1924,1,0,2,1,3,1,7,208,2006,Normal,280000
6,6,1978,1978,888,0,0,912,1,0,1,0,2,1,5,0,2007,Normal,156000
5,5,1940,1982,883,517,0,1505,1,0,1,0,3,1,8,0,2008,Normal,145000
7,5,2003,2003,0,1427,0,1922,0,0,3,0,4,1,7,0,2009,Normal,198500
6,8,1972,2007,483,504,0,987,0,0,1,1,2,1,5,250,2009,Normal,118000
6,5,1976,1976,796,784,0,1574,1,0,2,1,3,1,6,306,2006,Normal,190000
5,7,1920,1997,672,672,0,1344,0,0,1,0,3,1,6,0,2009,Normal,147000
6,5,1963,1963,1394,0,0,1394,1,0,1,1,3,1,6,0,2009,Normal,159000
6,5,1962,1962,1099,0,0,1431,0,1,1,0,3,1,6,64,2008,Normal,165000
5,6,1954,1954,1268,0,0,1268,0,0,1,0,2,1,7,0,2010,Normal,132000
5,7,1959,2006,1063,0,0,1287,1,0,1,0,3,1,7,364,2010,Normal,162000
6,5,2000,2000,953,711,0,1664,0,0,2,1,3,1,7,100,2006,Normal,172400
4,4,1959,1959,0,468,0,1588,0,0,2,0,4,1,7,0,2008,Normal,134432
6,5,1984,1984,744,0,0,752,1,0,1,0,2,1,4,353,2010,Normal,125000
5,6,1953,1953,608,0,0,1319,1,0,1,0,3,1,5,66,2009,Normal,123000
7,5,2003,2004,847,1081,0,1928,0,0,2,1,4,1,8,100,2007,Normal,219500
1,1,1922,1950,683,0,0,904,1,0,0,1,1,1,4,0,2009,Normal,61000
5,5,1996,1996,870,0,0,914,0,0,1,0,2,1,5,0,2006,Normal,148000
8,5,2004,2005,1580,886,0,2466,0,0,3,0,4,1,8,159,2007,Normal,340000
9,2,2010,2010,1856,0,0,1856,1,0,1,1,1,1,8,113,2010,Partial,394432
6,5,2000,2000,982,793,0,1800,0,0,2,1,3,1,7,100,2009,Normal,179000
5,6,1924,1950,1026,665,0,1691,0,0,2,0,3,1,6,0,2010,Normal,127000
7,5,2006,2006,1293,0,0,1301,1,0,2,0,2,1,5,216,2006,Partial,187750
7,5,2006,2006,939,858,0,1797,0,0,2,1,3,1,8,144,2007,Normal,213500
6,3,1928,1950,784,0,0,784,0,0,1,0,2,1,5,0,2009,Normal,76000
6,5,1992,1992,1580,874,0,1953,1,0,2,1,3,1,9,216,2007,Normal,240000
8,5,2004,2005,1256,0,0,1269,0,0,2,0,2,1,6,146,2010,Normal,192000
5,3,1910,1996,658,526,0,1184,0,0,1,0,5,1,8,0,2006,AdjLand,81000
6,6,1976,1976,1041,0,0,1125,1,0,1,0,3,1,6,296,2009,Abnorml,125000
7,5,1999,2000,1468,0,0,1479,0,0,2,0,3,1,6,120,2008,Normal,191000
10,5,2007,2008,1682,590,0,2332,1,0,2,1,3,1,9,196,2008,Partial,426000
5,8,1900,1950,861,406,0,1367,1,0,1,0,4,1,7,0,2008,Normal,119000
6,5,2001,2002,804,1157,0,1961,1,0,2,1,3,1,7,125,2009,Normal,215000
5,7,1959,1959,0,0,0,882,0,0,1,0,3,1,5,0,2007,Normal,106500
4,5,1941,1950,788,0,0,788,0,0,1,0,2,1,4,0,2006,Abnorml,100000
5,6,1940,1950,735,299,0,1034,0,0,1,0,2,1,5,0,2007,Normal,109000
5,6,1956,1956,1144,0,0,1144,1,0,1,0,3,1,6,44,2010,Normal,129000
5,5,1972,1972,894,0,0,894,0,0,1,0,2,1,6,215,2009,Normal,123000
5,5,1962,1962,864,936,0,1812,0,0,2,0,4,1,8,0,2007,Normal,169500
5,2,1920,1950,961,0,0,1077,0,0,1,0,2,1,6,0,2007,Abnorml,67000
7,5,2006,2007,1092,438,0,1550,1,0,2,0,2,1,7,0,2009,Normal,241000
8,5,1996,1996,1260,0,0,1288,1,0,1,1,1,1,4,120,2008,Normal,245500
7,5,2005,2005,1310,0,0,1310,0,0,2,0,3,1,6,0,2006,Partial,164990
5,8,1940,1997,672,0,0,672,0,0,1,0,2,1,4,168,2008,Normal,108000
8,5,1998,1998,1141,1098,0,2263,0,0,2,1,4,1,10,144,2006,Abnorml,258000
6,5,1995,1996,806,766,0,1572,0,0,2,1,3,1,7,0,2007,Normal,168000
4,4,1976,1993,1281,0,0,1620,1,0,2,0,3,1,8,120,2009,Normal,150000
6,5,1936,1950,1064,0,473,1639,0,0,1,0,3,1,6,0,2008,Normal,115000
6,7,1915,1976,840,840,0,1680,0,0,2,0,4,1,8,0,2008,Normal,177000
7,5,2006,2006,1063,1101,0,2172,0,0,2,1,3,1,9,192,2007,Partial,280000
8,5,2007,2008,1034,1028,0,2078,1,0,2,1,3,1,8,0,2008,Partial,339750
5,3,1958,1958,1276,0,0,1276,0,0,1,0,3,1,5,0,2009,Abnorml,60000
5,5,1955,1955,1056,0,0,1056,1,0,1,0,3,1,5,264,2006,Normal,145000
7,5,2009,2009,1470,0,0,1478,1,0,2,1,2,1,7,0,2010,Partial,222000
5,6,1927,1950,1008,0,0,1028,0,0,1,0,2,1,5,0,2010,Normal,115000
7,5,1993,1993,1080,1017,0,2097,0,1,2,1,3,1,9,196,2008,Normal,228000
7,5,2007,2007,1340,0,0,1340,0,0,2,0,3,1,6,100,2007,Partial,181134
6,7,1978,1978,672,728,0,1400,0,0,1,1,3,1,6,0,2006,Normal,149500
6,6,1918,1950,1370,1254,0,2624,1,0,2,1,4,1,10,0,2007,Normal,239000
5,6,1940,1950,756,378,0,1134,1,0,1,1,3,1,7,0,2007,AdjLand,126000
5,6,1968,1968,1056,0,0,1056,1,0,1,0,3,1,6,0,2010,Normal,142000
7,5,1997,1998,1344,0,0,1344,2,0,2,0,2,2,8,0,2008,Alloca,206300
6,7,1977,2000,1602,0,0,1602,0,1,2,0,3,1,8,240,2009,Normal,215000
5,5,1954,1954,988,0,0,988,0,0,1,0,2,1,4,0,2008,Normal,113000
8,5,1998,1998,1470,1160,0,2630,1,0,2,1,4,1,8,0,2008,Normal,315000
6,5,1956,1956,1196,0,0,1196,1,0,1,0,2,1,6,0,2008,Normal,139000
7,8,1946,1992,651,682,0,1389,0,0,1,1,3,1,6,0,2009,Normal,135000
7,5,1989,1989,1518,0,0,1644,1,1,2,0,2,1,5,80,2009,Normal,275000
4,6,1957,1957,907,0,0,907,0,0,1,0,3,1,5,0,2008,Normal,109008
7,5,2007,2007,1208,0,0,1208,1,0,2,0,2,1,6,105,2007,Partial,195400
6,5,1988,1988,1392,0,0,1412,1,0,2,0,3,1,6,0,2009,Normal,175000
6,5,1971,1971,483,504,0,987,0,0,1,1,2,1,4,0,2008,Abnorml,85400
6,7,1920,1998,901,110,0,1198,0,0,1,0,4,1,7,0,2008,Abnorml,79900
5,5,1971,1971,765,600,0,1365,1,0,1,1,2,1,6,240,2007,Normal,122500
6,5,1997,1998,926,678,0,1604,0,0,2,1,3,1,7,0,2008,Normal,181000
4,7,1972,1972,630,0,0,630,1,0,1,0,1,1,3,88,2008,Normal,81000
7,6,1996,1996,799,834,0,1661,1,0,2,1,3,1,6,158,2009,Normal,212000
6,8,1920,1950,648,384,0,1118,0,0,1,0,2,1,6,0,2006,Normal,116000
6,7,1926,2004,884,0,0,904,0,0,1,0,2,1,4,0,2009,Normal,119000
5,6,1913,2002,440,0,0,694,0,0,1,0,2,1,4,0,2007,Normal,90350
6,8,1920,2000,684,512,0,1196,0,0,1,0,3,1,7,0,2009,Normal,110000
10,5,2008,2008,3094,0,0,2402,1,0,2,0,2,1,10,0,2009,Normal,555000
4,4,1955,1955,1440,0,0,1440,0,0,2,0,4,2,8,0,2008,Normal,118000
5,7,1930,1992,1078,445,0,1573,0,0,2,0,3,1,8,0,2008,Normal,162900
7,5,2006,2007,1258,0,0,1258,0,0,2,0,2,1,6,144,2007,Partial,172500
7,5,1994,1995,915,975,0,1908,1,0,2,1,4,1,8,144,2008,Normal,210000
6,5,1956,1956,1436,0,0,1689,0,0,1,0,3,1,7,0,2009,Normal,127500
6,6,1966,2002,1517,0,0,1888,0,0,2,1,2,1,6,0,2010,Normal,190000
7,5,1998,1999,930,930,0,1886,0,0,2,1,4,1,10,89,2006,Normal,199900
6,6,1937,1950,780,596,0,1376,0,0,2,0,3,1,7,0,2006,Normal,119500
3,7,1948,2002,649,504,0,1183,0,0,1,1,2,1,6,0,2007,Normal,120000
6,8,1930,2005,813,0,0,813,0,0,1,0,2,1,5,0,2006,Normal,110000
7,5,1975,1975,1533,0,0,1533,1,0,2,0,2,1,5,200,2006,Normal,280000
6,5,1996,1997,872,868,0,1756,1,0,2,1,3,1,7,144,2007,Normal,204000
8,5,2008,2008,768,804,0,1590,0,0,2,1,3,1,6,0,2009,Normal,210000
5,5,1976,1976,1728,0,0,1728,2,0,2,0,4,2,8,0,2006,Family,188000
7,6,1973,1973,1242,0,0,1242,0,0,1,1,3,1,6,0,2007,Normal,175500
5,5,1916,1950,624,720,0,1344,0,0,1,0,4,1,7,0,2008,Abnorml,98000
4,6,1954,1994,1364,0,0,1663,1,0,1,0,2,1,6,224,2008,Normal,256000
8,7,1925,1996,588,833,0,1666,0,0,1,0,3,1,7,192,2008,Normal,161000
5,4,1950,1950,709,224,0,1203,1,0,1,0,3,1,5,0,2009,Normal,110000
8,5,2009,2009,832,1103,0,1935,1,0,2,1,3,1,8,0,2009,Partial,263435
7,9,1936,2007,560,560,0,1135,1,0,1,0,3,1,6,256,2009,Normal,155000
5,5,1965,1965,864,0,0,864,0,0,1,0,3,1,5,0,2009,Normal,62383
6,7,1934,1995,715,811,0,1660,0,0,1,1,3,1,6,0,2008,Normal,188700
5,5,1978,1978,1040,0,0,1040,0,0,2,0,3,1,5,0,2009,Normal,124000
7,5,2004,2004,1375,0,0,1414,0,0,2,0,2,1,6,144,2006,Normal,178740
7,5,1970,1970,1277,0,0,1277,1,0,1,0,2,1,5,0,2007,Normal,167000
5,7,1942,1995,728,756,0,1644,0,0,1,1,3,1,7,168,2007,Normal,146500
8,5,2006,2006,1626,0,0,1634,0,0,2,0,3,1,7,0,2007,Normal,250000
6,5,1993,1993,832,878,0,1710,0,0,2,1,3,1,7,144,2008,Normal,187000
8,5,1985,1985,1488,0,0,1502,1,0,1,1,1,1,4,0,2010,Normal,212000
7,6,1977,1977,808,808,0,1969,0,0,2,1,3,1,8,0,2007,Normal,190000
6,5,2005,2005,547,0,0,1072,1,0,1,0,2,1,5,0,2008,Normal,148000
8,5,2006,2007,1976,0,0,1976,1,0,2,0,2,1,7,250,2007,Partial,440000
8,5,2000,2000,1494,0,0,1652,1,0,2,0,2,1,6,96,2007,Normal,251000
5,6,1963,1963,970,0,0,970,1,0,1,0,2,1,5,0,2007,Normal,132500
6,5,1997,1998,1478,0,0,1493,1,0,2,0,3,1,7,140,2008,Normal,208900
9,5,2006,2006,2153,574,0,2643,0,0,2,1,3,1,9,414,2007,Normal,380000
8,5,2007,2008,1705,0,0,1718,1,0,2,0,3,1,7,208,2009,Normal,297000
4,7,1937,2000,907,0,0,1131,0,0,1,0,2,1,7,0,2007,Alloca,89471
9,5,2004,2005,1833,0,0,1850,1,0,2,0,3,1,8,519,2006,Normal,326000
9,5,2003,2004,1792,0,0,1792,1,0,2,0,2,1,6,206,2006,Normal,374000
7,8,1915,2005,910,910,0,1826,1,0,1,1,4,1,7,0,2009,Normal,155000
6,5,1998,1998,1216,0,0,1216,1,0,2,0,2,1,5,0,2006,Normal,164000
5,7,1962,2001,999,0,0,999,1,0,1,0,3,1,6,0,2007,Normal,132500
5,7,1950,2007,1113,0,0,1113,0,0,1,0,3,1,5,0,2009,Normal,147000
5,7,1965,1965,1073,0,0,1073,1,0,1,1,3,1,6,0,2007,Normal,156000
5,6,1971,1971,1484,0,0,1484,0,0,2,0,3,1,7,224,2007,Normal,175000
5,4,1900,1970,954,648,0,2414,0,0,2,0,3,2,10,142,2006,Normal,160000
4,8,1970,2002,630,0,0,630,1,0,1,0,1,1,3,0,2009,Normal,86000
5,6,1976,1976,264,688,0,1304,0,0,1,1,3,1,4,141,2008,Normal,115000
6,7,1941,1950,806,620,0,1578,1,0,1,0,3,1,5,0,2006,Normal,133000
6,5,2006,2006,728,728,0,1456,0,0,2,1,3,1,8,0,2006,Partial,172785
5,6,1960,1960,1269,0,0,1269,0,0,1,1,3,1,6,0,2008,Normal,155000
5,8,1938,1996,190,0,0,886,0,0,1,0,2,1,4,144,2009,Normal,91300
4,5,1920,1950,720,0,0,720,0,0,1,0,2,1,4,0,2009,Abnorml,34900
8,5,1992,1993,3200,0,0,3228,1,0,3,0,4,1,10,264,2007,Normal,430000
7,6,1925,1950,1026,687,0,1820,1,0,2,0,4,1,8,0,2008,Normal,184000
5,7,1967,2004,864,0,0,899,0,0,1,0,3,1,5,64,2009,Normal,130000
5,7,1958,1985,912,0,0,912,0,1,1,0,2,1,5,12,2007,Normal,120000
6,5,1973,1973,672,546,0,1218,0,0,1,1,3,1,7,144,2007,Normal,113000
7,5,2005,2005,866,902,0,1768,0,0,2,1,3,1,7,0,2008,Normal,226700
5,7,1965,1965,1214,0,0,1214,1,0,1,0,2,1,6,0,2007,Normal,140000
7,8,1959,1997,1501,0,0,1801,1,0,2,0,1,1,6,0,2010,Normal,289000
6,5,1974,1974,855,467,0,1322,0,1,2,1,3,1,6,260,2009,Normal,147000
5,5,1952,1952,960,1000,0,1960,0,0,2,0,4,2,10,0,2009,Normal,124500
8,5,1993,1994,777,846,0,1911,0,0,2,1,3,1,8,182,2006,Normal,215000
6,5,2009,2009,1218,0,0,1218,0,0,2,0,2,1,4,0,2009,Partial,208300
7,9,1928,2005,689,689,0,1378,0,0,2,0,3,1,7,0,2008,Normal,161000
5,6,1959,1959,1041,0,0,1041,1,0,1,0,3,1,6,224,2009,Normal,124500
5,7,1951,2000,1008,0,0,1363,1,0,1,0,2,1,6,324,2009,Normal,164900
7,5,2005,2006,1368,0,0,1368,0,0,2,0,2,1,6,132,2006,Partial,202665
5,5,1958,1958,864,0,0,864,1,0,1,0,3,1,5,0,2006,Normal,129900
6,5,1983,1983,1084,0,0,1080,0,0,1,1,3,1,5,120,2007,Normal,134000
5,5,1926,1950,768,0,0,789,0,0,1,0,2,1,5,0,2007,Normal,96500
10,5,2009,2009,2006,0,0,2020,1,0,2,1,3,1,9,156,2009,Partial,402861
6,6,1972,1972,689,741,0,2119,0,0,2,1,3,1,7,0,2009,Abnorml,158000
7,5,1996,1997,1264,1067,0,2344,0,0,2,1,3,1,7,220,2009,Normal,265000
6,5,1998,1998,794,914,0,1796,1,0,2,1,3,1,7,0,2007,Normal,211000
7,9,1926,2004,1276,804,0,2080,0,0,1,1,3,1,9,0,2009,Normal,234000
4,7,1900,2000,0,600,0,1294,0,0,2,0,3,2,7,220,2008,Normal,106250
6,6,1957,1957,1244,0,0,1244,0,0,1,1,3,1,6,0,2007,Normal,150000
6,7,1947,1950,1004,660,0,1664,0,0,2,0,3,1,7,0,2006,Normal,159000
10,5,2007,2008,3138,1538,0,4676,1,0,3,1,3,1,11,208,2007,Partial,184750
7,5,1996,1997,1379,1015,0,2398,1,0,2,1,3,1,8,239,2007,Normal,315750
7,5,2005,2005,1257,0,0,1266,0,0,2,0,3,1,6,38,2006,Normal,176000
5,7,1956,2000,928,0,0,928,0,0,1,0,2,1,4,261,2007,Normal,132000
9,5,2008,2008,1452,1237,0,2713,1,0,2,1,3,1,11,126,2008,Partial,446261
4,7,1920,2002,528,0,0,605,1,0,1,0,2,1,5,0,2007,Normal,86000
6,3,1957,1975,2035,0,0,2515,1,0,3,0,4,2,9,0,2007,Alloca,200624
6,5,1988,1989,1461,0,0,1509,1,0,2,0,3,1,5,224,2008,Abnorml,175000
6,8,1920,1999,611,611,0,1362,0,0,2,0,3,1,6,0,2008,Normal,128000
5,7,1955,2007,0,0,0,827,0,0,1,0,2,1,5,0,2010,Normal,107500
1,3,1946,1950,0,0,0,334,0,0,1,0,1,1,2,0,2007,Normal,39300
8,5,2004,2004,707,707,0,1414,0,0,2,1,3,1,6,100,2006,Normal,178000
5,7,1910,1991,1117,527,0,1347,1,0,1,0,3,1,5,85,2008,Normal,107500
7,5,1998,1999,880,844,0,1724,0,0,2,1,3,1,8,120,2008,Normal,188000
4,5,1972,1972,864,0,0,864,0,0,1,0,3,1,5,216,2008,Normal,111250
5,5,1968,1968,1051,0,0,1159,0,0,1,1,3,1,7,466,2006,Normal,158000
8,5,2001,2002,1581,0,0,1601,1,0,2,0,3,1,6,180,2010,Normal,272000
9,5,2006,2006,1838,0,0,1838,1,0,2,0,2,1,8,270,2009,Normal,315000
8,5,2000,2000,969,1288,0,2285,0,0,2,1,4,1,8,0,2007,Normal,248000
7,5,1998,1999,1650,0,0,1680,1,0,2,0,3,1,7,78,2009,Normal,213250
7,5,1998,1998,723,0,0,767,1,0,1,0,1,1,4,120,2007,Normal,133000
7,5,2006,2006,654,832,0,1496,1,0,2,1,3,1,7,100,2006,Partial,179665
7,5,1988,1988,1204,806,0,2183,0,0,2,1,4,1,9,0,2006,Normal,229000
6,7,1923,1950,1065,720,0,1635,0,0,1,1,3,1,6,0,2007,Normal,210000
5,7,1970,1970,768,0,0,768,1,0,1,0,2,1,5,104,2007,Normal,129500
5,7,1955,1995,825,0,0,825,1,0,1,0,2,1,4,140,2008,Normal,125000
7,5,2003,2004,912,1182,0,2094,0,0,2,1,4,1,8,182,2009,Normal,263000
6,6,1977,1977,1069,0,0,1069,0,0,2,0,2,1,4,0,2008,Abnorml,140000
5,6,1957,1957,928,0,0,928,0,0,1,0,3,1,5,0,2008,Normal,112500
8,5,2006,2006,1709,0,0,1717,0,0,2,0,3,1,7,169,2009,Normal,255500
4,5,1949,2003,0,0,0,1126,0,0,2,0,2,1,5,0,2009,Normal,108000
7,5,2003,2004,998,1040,0,2046,1,0,2,1,3,1,8,320,2008,Normal,284000
5,6,1922,1950,993,0,0,1048,0,0,1,0,2,1,5,0,2006,Normal,113000
5,5,1957,1957,1092,0,0,1092,1,0,1,0,2,1,6,268,2006,Normal,141000
4,6,1920,1950,637,439,0,1336,0,0,1,1,3,1,7,0,2006,Normal,108000
7,5,1996,1997,729,717,0,1446,0,1,2,1,3,1,6,264,2008,Normal,175000
7,5,2003,2004,1374,0,0,1557,0,0,2,0,2,1,7,143,2006,Normal,234000
5,6,1957,1996,1392,0,0,1392,1,0,1,1,3,1,5,0,2010,Normal,121500
5,5,1974,1975,1389,0,0,1389,1,0,1,0,2,1,6,240,2006,Normal,170000
5,6,1940,1969,996,0,0,996,1,0,1,0,3,1,6,144,2008,Normal,108000
6,7,1918,1950,1163,511,0,1674,0,0,2,0,4,1,8,72,2008,Normal,185000
7,5,1992,2000,1095,1129,0,2295,1,0,2,1,4,1,9,0,2006,Normal,268000
6,4,1915,1950,806,806,0,1647,1,0,1,1,4,1,6,0,2010,Normal,128000
9,5,2005,2007,1122,1370,0,2504,0,0,2,1,4,1,11,144,2008,Normal,325000
7,5,2004,2004,1517,0,0,1535,0,0,2,0,3,1,7,0,2010,Normal,214000
8,8,1983,2009,1496,636,0,2132,1,0,1,1,1,1,5,349,2009,Normal,316600
5,5,1979,1979,943,0,0,943,1,0,1,0,2,1,4,42,2006,Normal,135960
5,5,1965,1965,1728,0,0,1728,0,0,2,0,6,2,10,0,2008,Normal,142600
6,6,1959,1959,864,0,0,864,1,0,1,0,2,1,4,168,2006,Abnorml,120000
7,5,2009,2009,846,846,0,1692,0,0,2,1,3,1,6,208,2009,Partial,224500
7,5,2000,2000,384,656,0,1430,0,0,2,1,3,1,8,100,2007,Normal,170000
5,7,1971,2005,372,533,0,1109,0,1,1,0,3,1,5,35,2007,Normal,139000
5,5,1947,1950,832,384,0,1216,0,0,1,0,2,1,6,158,2008,Abnorml,118500
7,7,1928,1950,861,600,0,1477,0,1,2,0,3,1,6,0,2009,Normal,145000
5,6,1966,1966,1164,0,0,1320,1,0,1,0,3,1,6,160,2006,Abnorml,164500
7,5,2007,2007,689,689,0,1392,0,0,2,0,2,1,5,0,2008,Abnorml,146000
5,5,1954,1954,1050,745,0,1795,0,0,2,0,4,1,7,0,2008,Normal,131500
6,6,1960,1987,1144,0,0,1429,0,1,1,0,3,1,7,216,2007,Normal,181900
8,5,2008,2009,2042,0,0,2042,0,0,2,1,3,1,8,0,2009,Partial,253293
6,5,1990,1990,816,0,0,816,1,0,1,0,3,1,5,0,2007,Normal,118500
10,9,1893,2000,1237,1254,0,2775,0,0,3,1,3,1,9,105,2008,Normal,325000
4,7,1935,1995,884,584,0,1573,0,0,1,0,3,1,6,0,2009,Normal,133000
8,5,2005,2006,1868,0,0,2028,1,0,2,0,2,1,7,326,2006,Partial,369900
6,7,1918,2000,816,0,0,838,1,0,1,0,2,1,5,0,2008,Normal,130000
5,6,1982,1982,840,0,0,860,1,0,1,0,2,1,4,0,2009,Normal,137000
5,8,1968,2003,1437,0,0,1473,2,0,1,0,1,1,5,0,2009,Partial,143000
5,6,1930,1960,742,0,156,935,0,0,1,0,2,1,4,0,2008,Normal,79500
7,5,2004,2004,770,812,0,1582,0,0,2,1,3,1,6,0,2008,Normal,185900
10,5,2008,2008,1722,568,0,2296,1,0,2,1,3,1,10,382,2009,Normal,451950
5,8,1982,2003,816,0,0,816,1,0,1,0,2,1,4,0,2008,Normal,138000
6,5,2003,2003,848,0,0,848,1,0,1,0,1,1,4,140,2009,Normal,140000
5,6,1975,1975,924,0,0,924,0,0,1,0,3,1,5,0,2008,Normal,110000
8,5,2005,2006,1814,0,0,1826,1,0,2,0,3,1,7,180,2006,Partial,319000
6,7,1910,1993,684,684,0,1368,0,0,1,0,3,1,7,0,2006,Normal,114504
7,5,2006,2007,1258,0,0,1402,0,2,0,2,2,1,7,120,2007,Partial,194201
5,6,1977,1977,1430,0,0,1647,1,0,2,0,3,1,7,0,2006,Normal,217500
6,6,1980,1980,716,840,0,1556,1,0,2,1,3,1,6,161,2008,Normal,151000
8,5,2005,2005,1058,846,0,1904,1,0,2,1,3,1,8,179,2006,Normal,275000
6,6,1937,1950,780,595,0,1375,0,0,1,1,3,1,6,0,2007,Normal,141000
8,5,1992,1992,908,988,0,1915,1,0,2,1,3,1,8,120,2006,Abnorml,220000
